UniProtKBID	EntrezGeneID	GeneSymbol	Domain	ProteinFamilies
Q9HCN3	58986	PGAP6	EGF-like	TMEM8 family
Q9HBE4	59067	IL21		IL-15/IL-21 family
P57730	59082	CAR18	CARD	
Q5T1R4	59269	ZEP3		
Q9BYF1	59272	ACE2		Peptidase M2 family
Q9H1K6	59274	TLRN1		
Q9HB63	59277	NET4	Laminin N-terminal;Laminin EGF-like 1;Laminin EGF-like 2;Laminin EGF-like 3;NTR	
Q9BZL1	59286	UBL5	Ubiquitin-like	
Q6IA17	59307	SIGIR	Ig-like C2-type;TIR	Interleukin-1 receptor family
Q9H4Q3	59336	PRD13	SET	Class V-like SAM-binding methyltransferase superfamily
Q9HB21	59338	PKHA1	PH 1;PH 2	
Q9HB19	59339	PKHA2	PH 1;PH 2	
Q9H3N8	59340	HRH4		G-protein coupled receptor 1 family
Q9HBA0	59341	TRPV4		Transient receptor (TC 1.A.4) family, TrpV subfamily, TRPV4 sub-subfamily
Q9HB40	59342	RISC		Peptidase S10 family
Q9HC62	59343	SENP2		Peptidase C48 family
Q9BYJ1	59344	LOXE3	PLAT;Lipoxygenase	Lipoxygenase family
Q9HAV0	59345	GBB4		WD repeat G protein beta family
Q9GZX5	59348	ZN350	KRAB	Krueppel C2H2-type zinc-finger protein family
Q53G59	59349	KLH12	BTB;BACK	
Q9HBX9	59350	RXFP1	LDL-receptor class A;LRRNT	G-protein coupled receptor 1 family
Q9HBX8	59352	LGR6	LRRNT	G-protein coupled receptor 1 family
Q53FP2	59353	TM35A		DoxX family
Q8N556	60312	AFAP1	PH 1;PH 2	
Q9HC44	60313	GPBL1		Vasculin family
P98173	60343	FAM3A		FAM3 family
Q5T686	60370	AVPI1		
Q9UJT2	60385	TSKS		
Q9HC21	60386	TPC		Mitochondrial carrier (TC 2.A.29) family
Q9HAV5	60401	TNR27		
Q96A65	60412	EXOC4		SEC8 family
Q9GZN2	60436	TGIF2		TALE/TGIF homeobox family
Q9BYV9	60468	BACH2	BTB;bZIP	BZIP family, CNC subfamily
Q9NYP7	60481	ELOV5		ELO family, ELOVL5 subfamily
Q9GZV3	60482	SC5A7		Sodium:solute symporter (SSF) (TC 2.A.21) family
Q9H4B6	60485	SAV1	WW 1;WW 2;SARAH	
Q7Z4G4	60487	TRM11		Class I-like SAM-binding methyltransferase superfamily, TRM11 methyltransferase family
P82673	60488	RT35		Mitochondrion-specific ribosomal protein mS35 family
Q9HC16	60489	ABC3G	CMP/dCMP-type deaminase 1;CMP/dCMP-type deaminase 2	Cytidine and deoxycytidylate deaminase family
Q96CD2	60490	COAC		HFCD (homooligomeric flavin containing Cys decarboxylase) superfamily
Q9GZT8	60491	NIF3L		GTP cyclohydrolase I type 2/NIF3 family
Q9GZT6	60492	CC90B		CCDC90 family
Q7L8L6	60493	FAKD5	RAP	FAST kinase family
Q9NRN7	60496	ADPPT		P-Pant transferase superfamily, AcpS family
Q9H6V9	60526	LDAH		AB hydrolase superfamily, LDAH family
Q9BQ52	60528	RNZ2		RNase Z family
Q9H161	60529	ALX4		Paired homeobox family
Q8N442	60558	GUF1	tr-type G	TRAFAC class translation factor GTPase superfamily, Classic translation factor GTPase family, LepA subfamily
P61009	60559	SPCS3		SPCS3 family
Q5VZE5	60560	NAA35		MAK10 family
Q6NUQ1	60561	RINT1	RINT1/TIP20	RINT1 family
Q9UIL1	60592	SCOC		SCOC family
Q9H427	60598	KCNKF		Two pore domain potassium channel (TC 1.A.1.8) family
Q9H5Z1	60625	DHX35	Helicase ATP-binding;Helicase C-terminal	DEAD box helicase family, DEAH subfamily
Q9NPQ8	60626	RIC8A		Synembryn family
Q5JXC2	60672	MIIP		
Q9BSB4	60673	ATGA1		ATG101 family
Q9BXP8	60676	PAPP2	Sushi 1;Sushi 2;Sushi 3;Sushi 4;Sushi 5	Peptidase M43B family
P57772	60678	SELB	tr-type G	TRAFAC class translation factor GTPase superfamily, Classic translation factor GTPase family, SelB subfamily
Q8N6W0	60680	CELF5	RRM 1;RRM 2;RRM 3	CELF/BRUNOL family
Q96AY3	60681	FKB10	PPIase FKBP-type 1;PPIase FKBP-type 2;PPIase FKBP-type 3;PPIase FKBP-type 4;EF-hand 1;EF-hand 2	
Q8IYB5	60682	SMAP1	Arf-GAP	
Q7Z392	60684	TPC11		TRAPPC11 family
Q9H8U3	60685	ZFAN3		
Q9H972	60686	CN093		
A1A5C7	63027	S22AN		Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family
Q5H9F3	63035	BCORL		BCOR family
Q9GZT4	63826	SRR		Serine/threonine dehydratase family
Q96GW7	63827	PGCB	Ig-like V-type;Link 1;Link 2;EGF-like;C-type lectin;Sushi	Aggrecan/versican proteoglycan family
Q8TB40	63874	ABHD4	AB hydrolase-1	Peptidase S33 family, ABHD4/ABHD5 subfamily
Q9NRX2	63875	RM17		Bacterial ribosomal protein bL17 family
Q96KN3	63876	PKNX2		TALE/MEIS homeobox family
Q9H8W3	63877	F204A		
Q5XPI4	63891	RN123	B30.2/SPRY	
Q6YHU6	63892	THADA		THADA family
Q9C0C9	63893	UBE2O		Ubiquitin-conjugating enzyme family
Q9H9C1	63894	SPE39		SPE39 family
Q9H5I5	63895	PIEZ2		PIEZO (TC 1.A.75) family
Q6AI08	63897	HEAT6		
Q9H788	63898	SH24A	SH2	
Q9H649	63899	NSUN3		Class I-like SAM-binding methyltransferase superfamily, RsmB/NOP family
Q96PZ2	63901	F111A		FAM111 family
Q9H596	63904	DUS21	Tyrosine-protein phosphatase	Protein-tyrosine phosphatase family, Non-receptor class dual specificity subfamily
Q9NQG1	63905	MANBL		UPF0239 family
Q9H115	63908	SNAB		SNAP family
Q9BYT1	63910	S17A9		Major facilitator superfamily, Sodium/anion cotransporter family
Q8TDH9	63915	BL1S5		BLOC1S5 family
Q96JJ3	63916	ELMO2	ELMO;PH	
Q8NCW6	63917	GLT11	Ricin B-type lectin	Glycosyltransferase 2 family, GalNAc-T subfamily
Q8IZ13	63920	ZBED8		
Q8WVB6	63922	CTF18		Activator 1 small subunits family, CTF18 subfamily
Q9UQP3	63923	TENN	EGF-like 1;EGF-like 2;EGF-like 3;Fibronectin type-III 1;Fibronectin type-III 2;Fibronectin type-III 3;Fibronectin type-III 4;Fibronectin type-III 5;Fibronectin type-III 6;Fibronectin type-III 7;Fibronectin type-III 8;Fibronectin type-III 9;Fibrinogen C-terminal	Tenascin family
Q96AQ7	63924	CIDEC	CIDE-N	
Q9H4Z2	63925	ZN335		Krueppel C2H2-type zinc-finger protein family
Q9NU02	63926	ANKE1	EF-hand	
O43745	63928	CHP2	EF-hand 1;EF-hand 2;EF-hand 3;EF-hand 4	Calcineurin regulatory subunit family, CHP subfamily
Q9NQH7	63929	XPP3		Peptidase M24B family
O60783	63931	RT14		Universal ribosomal protein uS14 family
Q9H5V9	63932	CX056		UPF0428 family
Q5HYK9	63934	ZN667	KRAB	Krueppel C2H2-type zinc-finger protein family
Q9H4Z3	63935	CAPAM	WW	CAPAM family
Q9Y4H4	63940	GPSM3	GoLoco 1;GoLoco 2;GoLoco 3	
Q96P71	63941	NECA3	EF-hand;ABM	
Q9UIM3	63943	FKBPL		
Q8IXT2	63946	DMRTD		DMRT family
Q96MA1	63948	DMRTB		DMRT family
Q5VZB9	63951	DMRTA		DMRT family
Q9HAW4	63967	CLSPN		Claspin family
Q9HCN2	63970	TPIP1		
Q9H1H9	63971	KI13A	Kinesin motor;FHA	TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family
Q9H2A3	63973	NGN2	bHLH	
Q96NK8	63974	NDF6	bHLH	
Q9HAZ2	63976	PRD16	SET	PRDM16 family
P57071	63977	PRD15	SET	Class V-like SAM-binding methyltransferase superfamily
Q9GZV8	63978	PRD14	SET	Class V-like SAM-binding methyltransferase superfamily
Q6PIW4	63979	FIGL1		AAA ATPase family
Q9BYT9	63982	ANO3		Anoctamin family
B0I1T2	64005	MYO1G	Myosin motor;IQ;TH1	TRAFAC class myosin-kinesin ATPase superfamily, Myosin family
Q9H2G4	64061	TSYL2		Nucleosome assembly protein (NAP) family
Q5T8P6	64062	RBM26	RRM 1;RRM 2	
Q9BYC2	64064	SCOT2		3-oxoacid CoA-transferase family
Q8IXF0	64067	NPAS3	bHLH;PAS 1;PAS 2;PAC	
Q9H251	64072	CAD23	Cadherin 1;Cadherin 2;Cadherin 3;Cadherin 4;Cadherin 5;Cadherin 6;Cadherin 7;Cadherin 8;Cadherin 9;Cadherin 10;Cadherin 11;Cadherin 12;Cadherin 13;Cadherin 14;Cadherin 15;Cadherin 16;Cadherin 17;Cadherin 18;Cadherin 19;Cadherin 20;Cadherin 21;Cadherin 22;Cadherin 23;Cadherin 24;Cadherin 25;Cadherin 26;Cadherin 27	
Q9H008	64077	LHPP		HAD-like hydrolase superfamily
Q9H477	64080	RBSK		Carbohydrate kinase PfkB family, Ribokinase subfamily
P30039	64081	PBLD		PhzF family
Q9H4A6	64083	GOLP3		GOLPH3/VPS74 family
Q9HCC0	64087	MCCB	CoA carboxyltransferase N-terminal;CoA carboxyltransferase C-terminal	AccD/PCCB family
Q9H3Q3	64090	G3ST2		Galactose-3-O-sulfotransferase family
Q9HBU9	64091	POPD2		Popeye family
Q9NSI8	64092	SAMN1	SH3;SAM	
Q9H4F8	64093	SMOC1	Kazal-like;Thyroglobulin type-1 1;Thyroglobulin type-1 2;EF-hand 1;EF-hand 2	
Q9H3U7	64094	SMOC2	Kazal-like;Thyroglobulin type-1 1;Thyroglobulin type-1 2;EF-hand 1;EF-hand 2	
Q9GZZ7	64096	GFRA4		GDNFR family
Q9HCS5	64097	E41LA	FERM	
Q9HBI0	64098	PARVG	Calponin-homology (CH) 1;Calponin-homology (CH) 2	Parvin family
Q96BH3	64100	ESPB1	Fibronectin type-II 1;Fibronectin type-II 2;Fibronectin type-II 3;Fibronectin type-II 4	Seminal plasma protein family
Q9HBW1	64101	LRRC4	LRRNT;LRRCT;Ig-like	
Q9H2S6	64102	TNMD	BRICHOS	Chondromodulin-1 family
Q9BS16	64105	CENPK		CENP-K/MCM22 family
Q9GZQ6	64106	NPFF1		G-protein coupled receptor 1 family
Q9HC73	64109	CRLF2	Fibronectin type-III	Type I cytokine receptor family, Type 5 subfamily
Q9HAY2	64110	MAGF1	MAGE	
Q9HCQ7	64111	NPVF		FARP (FMRFamide related peptide) family
Q96BY2	64112	MOAP1		PNMA family
Q969X1	64114	LFG3		BI1 family, LFG subfamily
Q9H7M9	64115	VISTA	Ig-like V-type	
Q9C0K1	64116	S39A8		ZIP transporter (TC 2.A.5) family
Q6P1R4	64118	DUS1L		Dus family, Dus1 subfamily
Q9HB90	64121	RRAGC		GTR/RAG GTP-binding protein family
Q9HBW9	64123	AGRL4	EGF-like 1;EGF-like ;GPS	G-protein coupled receptor 2 family, Adhesion G-protein coupled receptor (ADGR) subfamily
Q9HC29	64127	NOD2	CARD 1;CARD 2;NACHT	
Q9GZM7	64129	TINAL	SMB	Peptidase C1 family
Q9HAP6	64130	LIN7B	L27;PDZ	Lin-7 family
Q86Y38	64131	XYLT1		Glycosyltransferase 14 family, XylT subfamily
Q9H1B5	64132	XYLT2		Glycosyltransferase 14 family, XylT subfamily
Q9BYX4	64135	IFIH1	CARD 1;CARD 2;Helicase ATP-binding;Helicase C-terminal;RLR CTR	Helicase family, RLR subfamily
Q9H172	64137	ABCG4	ABC transporter;ABC transmembrane type-2	ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily
Q9H1K0	64145	RBNS5	UIM	
Q9HBH1	64146	DEFM		Polypeptide deformylase family
Q9HAQ2	64147	KIF9	Kinesin motor	TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family
Q9HAS0	64149	NJMU		
Q9BPX3	64151	CND3		CND3 (condensin subunit 3) family
Q6P179	64167	ERAP2		Peptidase M1 family
Q8N987	64168	NECA1	EF-hand 1;EF-hand 2;ABM	
Q9H257	64170	CARD9	CARD	
Q9H4B0	64172	OSGP2		KAE1 / TsaD family
Q32P28	64175	P3H1	Fe2OG dioxygenase	Leprecan family
P56851	64184	EP3B		
Q9H1B7	64207	I2BPL		IRF2BP family
Q96T76	64210	MMS19		MET18/MMS19 family
Q96KC8	64215	DNJC1	J;SANT 1;SANT 2	
Q9H5Q4	64216	TFB2M		Class I-like SAM-binding methyltransferase superfamily, rRNA adenine N(6)-methyltransferase family, KsgA subfamily
Q9H3S1	64218	SEM4A	Sema;PSI;Ig-like C2-type	Semaphorin family
Q8NG27	64219	PJA1		
Q9BX79	64220	STRA6		
Q96MS0	64221	ROBO3	Ig-like C2-type 1;Ig-like C2-type 2;Ig-like C2-type 3;Ig-like C2-type 4;Ig-like C2-type 5;Fibronectin type-III 1;Fibronectin type-III 2;Fibronectin type-III 3	Immunoglobulin superfamily, ROBO family
Q9H497	64222	TOR3A		ClpA/ClpB family, Torsin subfamily
Q9BVC4	64223	LST8		WD repeat LST8 family
Q9BSE4	64224	HERP2	Ubiquitin-like	
Q8NHH9	64225	ATLA2	GB1/RHD3-type G	TRAFAC class dynamin-like GTPase superfamily, GB1/RHD3-type GTPase family, GB1 subfamily
Q9H3V2	64232	MS4A5		MS4A family
Q96JY6	64236	PDLI2	PDZ;LIM zinc-binding	
Q9H222	64240	ABCG5	ABC transporter;ABC transmembrane type-2	ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily
Q9H221	64241	ABCG8	ABC transporter;ABC transmembrane type-2	ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily
Q8NDF8	64282	PAPD5	PAP-associated	DNA polymerase type-B-like family
Q8N1W1	64283	ARG28	DH;PH	
Q9H0T7	64284	RAB17		Small GTPase superfamily, Rab family
Q96CC6	64285	RHDF1		Peptidase S54 family
Q8WTT2	64318	NOC3L		CBF/MAK21 family
Q9HAH7	64319	FBRS		
Q96BH1	64320	RNF25	RWD	
Q9H6I2	64321	SOX17	Sox C-terminal	
Q96L73	64324	NSD1	PWWP 1;PWWP 2;AWS;SET;Post-SET	Class V-like SAM-binding methyltransferase superfamily
Q8NHY2	64326	COP1		COP1 family
Q8WVP7	64327	LMBR1		LIMR family
Q9C0E2	64328	XPO4		Exportin family
Q9BYH8	64332	IKBZ		
Q9BRR9	64333	RHG09	SH3;WW;PH;Rho-GAP	
Q53T59	64342	H1BP3	PX	
Q9H6S1	64343	AZI2		
Q9Y2N7	64344	HIF3A	bHLH;PAS 1;PAS 2	
Q6DKJ4	64359	NXN	Thioredoxin	Nucleoredoxin family
Q9H173	64374	SIL1		SIL1 family
Q9H2S9	64375	IKZF4		Ikaros C2H2-type zinc-finger protein family
Q9H5V7	64376	IKZF5		Ikaros C2H2-type zinc-finger protein family
Q9NPA2	64386	MMP25		Peptidase M10A family
Q9H772	64388	GREM2	CTCK	DAN family
Q9HA38	64393	ZMAT3		
Q96IK5	64395	GMCL1	BTB	
Q9H2Y7	64397	ZN106		
Q8N3R9	64398	MPP5	L27 1;L27 2;PDZ;SH3;Guanylate kinase-like	MAGUK family
Q96QV1	64399	HHIP	EGF-like 1;EGF-like 2	HHIP family
Q9H8T0	64400	AKTIP		Ubiquitin-conjugating enzyme family, FTS subfamily
Q86UP0	64403	CAD24	Cadherin 1;Cadherin 2;Cadherin 3;Cadherin 4;Cadherin 5	
Q9UJ99	64405	CAD22	Cadherin 1;Cadherin 2;Cadherin 3;Cadherin 4;Cadherin 5	
Q9NS28	64407	RGS18	RGS	
Q9H0H3	64410	KLH25	BTB;BACK	
Q8WWN8	64411	ARAP3	SAM;PH 1;PH 2;Arf-GAP;Rho-GAP;Ras-associating;PH 3	
Q9H116	64412	GZF1	BTB	Krueppel C2H2-type zinc-finger protein family
Q0VDI3	64417	TM267		
Q9H0V1	64418	TM168		TMEM168 family
Q8NCE2	64419	MTMRE		Protein-tyrosine phosphatase family, Non-receptor class myotubularin subfamily
Q6UWL2	64420	SUSD1	EGF-like 1;EGF-like ;EGF-like ;Sushi 1;Sushi 2	
Q96SD1	64421	DCR1C		DNA repair metallo-beta-lactamase (DRMBL) family
Q9NT62	64422	ATG3		ATG3 family
Q27J81	64423	INF2	GBD/FH3;FH2;WH2	Formin homology family
Q9GZS1	64425	RPA49		Eukaryotic RPA49/POLR1E RNA polymerase subunit family
Q9H7L9	64426	SDS3		SDS3 family
Q9H6Q4	64428	CIAO3		NARF family
Q9H6R6	64429	ZDHC6	DHHC;SH3	DHHC palmitoyltransferase family
Q63HM2	64430	PCX4		Pecanex family
Q9GZN1	64431	ARP6		Actin family, ARP6 subfamily
P82663	64432	RT25		Mitochondrion-specific ribosomal protein mS25 family
Q5C9Z4	64434	NOM1	MIF4G;MI	CWC22 family
Q9GZS0	64446	DNAI2		Dynein intermediate chain family
Q96PZ7	64478	CSMD1	CUB 1;Sushi 1;CUB 2;Sushi 2;CUB 3;Sushi 3;CUB 4;Sushi 4;CUB 5;Sushi 5;CUB 6;Sushi 6;CUB 7;Sushi 7;CUB 8;Sushi 8;CUB 9;Sushi 9;CUB 10;Sushi 10;CUB 11;Sushi 11;CUB 12;Sushi 12;CUB 13;Sushi 13;CUB 14;Sushi 14;Sushi 15;Sushi 16;Sushi 17;Sushi 18;Sushi 19;Sushi 20;Sushi 21;Sushi 22;Sushi 23;Sushi 24;Sushi 25;Sushi 26;Sushi 27;Sushi 28	CSMD family
P20231	7177,64499	TRYB2	Peptidase S1	Peptidase S1 family, Tryptase subfamily
Q9BZB8	64506	CPEB1	RRM 1;RRM 2	RRM CPEB family
Q9BXF9	64518	TEKT3		Tektin family
Q9H2A2	64577	AL8A1		Aldehyde dehydrogenase family
Q9BXN2	64581	CLC7A	C-type lectin	
Q8IZ08	64582	GP135		G-protein coupled receptor 1 family
A6NKD2	64591	TSPY2		Nucleosome assembly protein (NAP) family
Q9H269	64601	VPS16		VPS16 family
Q9HAK2	64641	COE2	IPT/TIG	COE family
Q9BXN6	64648	SPNXD		SPAN-X family
Q96S65	64651	CSRN1		AXUD1 family
Q9NY87	64663	SPNXC		SPAN-X family
Q9H1A4	64682	APC1		APC1 family
Q9BQQ3	64689	GORS1	PDZ GRASP-type 1;PDZ GRASP-type 2	GORASP family
P57727	64699	TMPS3	LDL-receptor class A;SRCR;Peptidase S1	Peptidase S1 family
Q9H9Q2	64708	CSN7B	PCI	CSN7/EIF3M family, CSN7 subfamily
Q9H1E3	64710	NUCKS		
Q13087	64714	PDIA2	Thioredoxin 1;Thioredoxin 2	Protein disulfide isomerase family
Q9H9P5	64718	UNKL		Unkempt family
Q9H1Z4	64743	WDR13		
Q8WU79	64744	SMAP2	Arf-GAP	
Q9H7H0	64745	MET17		Methyltransferase superfamily, Rsm22 family
Q9H3P7	64746	GCP60	ACB;GOLD	
Q9H3U5	64747	MFSD1		Major facilitator superfamily
Q96GM1	64748	PLPR2		PA-phosphatase related phosphoesterase family
Q9HAU4	64750	SMUF2	C2;WW 1;WW 2;WW 3;HECT	
Q96JN2	64753	CC136		
Q9H7B4	64754	SMYD3	SET	Class V-like SAM-binding methyltransferase superfamily, Histone-lysine methyltransferase family
Q96GQ5	64755	RUS1		RUS1 family
Q5TC12	64756	ATPF1		ATP11 family
Q68CZ2	64759	TENS3	Phosphatase tensin-type;C2 tensin-type;SH2	PTEN phosphatase protein family
Q86V87	64760	F16B2		UPF0518 family
Q9H0J9	64761	PAR12	WWE 1;WWE 2;PARP catalytic	
Q9H706	64762	GARE1	SAM	GAREM family
Q6ZN55	64763	ZN574		Krueppel C2H2-type zinc-finger protein family
Q70SY1	64764	CR3L2	bZIP	BZIP family, ATF subfamily
Q96BU1	64766	S1PBP		
Q9H8X2	64768	IPPK		IPK1 type 2 family
Q9HAF1	64769	EAF6		EAF6 family
Q49A88	64770	CCD14		
Q9H6K1	64771	ILRUN		
Q8NFI3	64772	ENASE	BRCT	Glycosyl hydrolase 85 family
Q9H1Q7	64773	PED1A		PC-esterase family
Q9H5F2	64776	CK001		UPF0686 family
Q96G75	64777	RMD5B	LisH;CTLH	
Q53EP0	64778	FND3B	Fibronectin type-III 1;Fibronectin type-III 2;Fibronectin type-III 3;Fibronectin type-III 4;Fibronectin type-III 5;Fibronectin type-III 6;Fibronectin type-III 7;Fibronectin type-III 8;Fibronectin type-III 9	FNDC3 family
Q2M296	64779	MTHSD	RRM	
Q8TDZ2	64780	MICA1	Calponin-homology (CH);LIM zinc-binding;bMERB	Mical family
Q8TCT0	64781	CERK1	DAGKc	
Q8WTP8	64782	AEN	Exonuclease	
Q96T37	64783	RBM15	RRM 1;RRM 2;RRM 3;SPOC	RRM Spen family
Q6UUV7	64784	CRTC3		TORC family
Q9BRX5	64785	PSF3		GINS3/PSF3 family
Q8TC07	64786	TBC15	Rab-GAP TBC	
Q9H6S3	64787	ES8L2	PID;SH3	EPS8 family
Q96S06	64788	LMF1		Lipase maturation factor family
Q9H7X7	64792	IFT22		Small GTPase superfamily, Rab family
Q6P2H3	64793	CEP85		CEP85 family
Q9H8H2	64794	DDX31	Helicase ATP-binding;Helicase C-terminal	DEAD box helicase family, DDX31/DBP7 subfamily
Q9H871	64795	RMD5A	LisH;CTLH	
Q8TB45	64798	DPTOR	DEP 1;DEP 2;PDZ	
Q86VS3	64799	IQCH	IQ	
Q5THR3	64800	EFCB6	EF-hand 1;EF-hand 2;EF-hand 3;EF-hand 4;EF-hand 5;EF-hand 6;EF-hand 7;EF-hand 8;EF-hand 9;EF-hand 10;EF-hand 11;EF-hand 12;EF-hand 13;EF-hand 14;EF-hand 15;EF-hand 16;EF-hand 17	
Q9H2C2	64801	ARV1		ARV1 family
Q9HAN9	64802	NMNA1		Eukaryotic NMN adenylyltransferase family
Q9H244	64805	P2Y12		G-protein coupled receptor 1 family
Q9H293	64806	IL25		IL-17 family
Q9BW60	64834	ELOV1		ELO family, ELOVL1 subfamily
Q9H0B6	64837	KLC2		Kinesin light chain family
Q9H6D8	64838	FNDC4	Fibronectin type-III	
Q9UF56	64839	FXL17	F-box	FBXL17 family
Q9H237	64840	PORCN		Membrane-bound acyltransferase family, Porcupine subfamily
Q96EK6	64841	GNA1	N-acetyltransferase	Acetyltransferase family, GNA1 subfamily
Q96A47	64843	ISL2	LIM zinc-binding 1;LIM zinc-binding 2	
Q9H992	64844	MARH7		
Q8TB22	64847	SPT20		
Q9H6S0	64848	YTDC2	R3H;Helicase ATP-binding;Helicase C-terminal;YTH	DEAD box helicase family, DEAH subfamily
Q9H6E5	64852	STPAP	RRM;PAP-associated	DNA polymerase type-B-like family
Q96BJ3	64853	AIDA	C2 Aida-type	AIDA family
P62068	64854	UBP46	USP	Peptidase C19 family, USP12/USP46 subfamily
Q96TA1	64855	NIBA2	PH	Niban family
Q6PCB0	64856	VWA1	VWFA;Fibronectin type-III 1;Fibronectin type-III 2	
Q9H7P9	64857	PKHG2	DH;PH	
Q9H816	64858	DCR1B		DNA repair metallo-beta-lactamase (DRMBL) family
Q96AH0	64859	SOSB2		SOSS-B family, SOSS-B2 subfamily
Q6P1M9	64860	ARMX5		Eutherian X-chromosome-specific Armcx family
Q8N3J2	64863	METL4		MT-A70-like family
Q2KHR2	64864	RFX7		RFX family
Q9H5V8	64866	CDCP1	CUB	
Q8N6Y1	64881	PCD20	Cadherin 1;Cadherin 2;Cadherin 3;Cadherin 4;Cadherin 5;Cadherin 6	
Q9BWT3	64895	PAPOG		Poly(A) polymerase family
Q96C57	64897	CSTOS		CUSTOS family
Q9H2T7	64901	RBP17		Exportin family
Q9BYV1	64902	AGT2		Class-III pyridoxal-phosphate-dependent aminotransferase family
Q9C0K0	64919	BC11B		
Q8TAD4	64924	ZNT5		Cation diffusion facilitator (CDF) transporter (TC 2.A.4) family, SLC30A subfamily
Q8IV32	64925	CCD71		
Q86YV0	64926	RASL3	PH;C2;Ras-GAP	
Q5W5X9	64927	TTC23		
Q6P1L8	64928	RM14		Universal ribosomal protein uL14 family
Q9H857	64943	NT5D2		5'(3')-deoxyribonucleotidase family
Q9H3R5	64946	CENPH		CENP-H/MCM16 family
Q9BYN8	64949	RT26		Mitochondrion-specific ribosomal protein mS26 family
Q96EL2	64951	RT24		Universal ribosomal protein uS3 family
P82914	64960	RT15		Universal ribosomal protein uS15 family
P82912	64963	RT11		Universal ribosomal protein uS11 family
P82933	64965	RT09		Universal ribosomal protein uS9 family
P82932	64968	RT06		Bacterial ribosomal protein bS6 family
P82675	64969	RT05	S5 DRBM	Universal ribosomal protein uS5 family
Q8IXM3	64975	RM41		Mitochondrion-specific ribosomal protein mL41 family
Q9NQ50	64976	RM40		Mitochondrion-specific ribosomal protein mL40 family
Q96DV4	64978	RM38		Phosphatidylethanolamine-binding protein family, Mitochondrion-specific ribosomal protein mL38 subfamily
Q9P0J6	64979	RM36		Bacterial ribosomal protein bL36 family
Q9BQ48	64981	RM34		Bacterial ribosomal protein bL34 family
Q9BYC8	64983	RM32		Bacterial ribosomal protein bL32 family
Q9Y3B7	65003	RM11		Universal ribosomal protein uL11 family
Q9BYD2	65005	RM09		Bacterial ribosomal protein bL9 family
Q9BYD6	65008	RM01		Universal ribosomal protein uL1 family
Q9ULP0	65009	NDRG4		NDRG family
Q9BXS9	65010	S26A6	STAS	SLC26A/SulP transporter (TC 2.A.53) family
Q9BXM7	65018	PINK1	Protein kinase	Protein kinase superfamily, Ser/Thr protein kinase family
Q9H902	65055	REEP1		DP1 family
Q86WP2	65056	GPBP1		Vasculin family
Q96AP0	65057	ACD		
Q70E73	65059	RAPH1	Ras-associating;PH	MRL family
Q96Q40	65061	CDK15	Protein kinase	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily
Q96Q45	65062	TM237		TMEM237 family
Q6ZS30	65065	NBEL1	BEACH-type PH;BEACH	WD repeat neurobeachin family
Q9BZR6	65078	RTN4R	LRRNT;LRRCT	Nogo receptor family
Q9H9J2	65080	RM44	RNase III;DRBM	Ribonuclease III family, Mitochondrion-specific ribosomal protein mL44 subfamily
Q96AX1	65082	VP33A		STXBP/unc-18/SEC1 family
Q9H6R4	65083	NOL6		NRAP family
Q86UB9	65084	TM135		TMEM135 family
Q9H9V9	65094	JMJD4	JmjC	
Q8N9T8	65095	KRI1		KRI1 family
P49006	65108	MRP		MARCKS family
Q9BZI7	65109	REN3B		RENT3 family
Q9H1J1	65110	REN3A		RENT3 family
Q7L4I2	65117	RSRC2		RSRC2 family
O95521	65121	PRAM1		PRAME family
O60811	65122	PRAM2		PRAME family
Q68E01	65123	INT3		Integrator subunit 3 family
Q53LP3	65124	SWAHC		SOWAH family
Q9H4A3	65125	WNK1	Protein kinase	Protein kinase superfamily, Ser/Thr protein kinase family, WNK subfamily
O95544	65220	NADK		NAD kinase family
Q9UJL9	65243	ZF69B	KRAB	Krueppel C2H2-type zinc-finger protein family
Q86XZ4	65244	SPAS2		SPATS2 family
Q9H799	65250	CPLN1		
Q9BS31	65251	ZN649	KRAB	Krueppel C2H2-type zinc-finger protein family
Q53F39	65258	MPPE1		Metallophosphoesterase superfamily, MPPE1 family
Q96BR5	65260	COA7		Hcp beta-lactamase family
Q53H96	65263	P5CR3		Pyrroline-5-carboxylate reductase family
Q9H832	65264	UBE2Z		Ubiquitin-conjugating enzyme family
Q9H7E9	65265	CH033		UPF0488 family
Q96J92	65266	WNK4	Protein kinase	Protein kinase superfamily, Ser/Thr protein kinase family, WNK subfamily
Q9BYP7	65267	WNK3	Protein kinase	Protein kinase superfamily, Ser/Thr protein kinase family, WNK subfamily
Q9Y3S1	65268	WNK2	Protein kinase	Protein kinase superfamily, Ser/Thr protein kinase family, WNK subfamily
Q9BYT3	65975	STK33	Protein kinase	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily
Q9HB20	65977	PKHA3	PH	
